id,title,similar_movies,similar_books
1-519,"Pretties (Uglies, #2)","['0-644', '0-1903', '0-8247', '0-38050', '0-5876', '0-1927', '0-76726', '0-508', '0-52520', '0-3131', '0-83542', '0-70981', '0-36557']","['1-519', '1-187', '1-111', '1-565', '1-591', '1-84']"
1-520,The Wind-Up Bird Chronicle,"['0-49519', '0-253412', '0-1966']","['1-520', '1-653', '1-430', '1-167', '1-82', '1-249', '1-382', '1-322', '1-282', '1-725', '1-207', '1-722', '1-465', '1-342', '1-788', '1-723']"
1-522,Cloud Atlas,"['0-83542', '0-41630', '0-1272', '0-176', '0-72331', '0-417859', '0-214', '0-4922', '0-11036']","['1-522', '1-44', '1-225', '1-417', '1-45', '1-195', '1-729', '1-283', '1-653', '1-484']"
1-526,"Darkly Dreaming Dexter (Dexter, #1)","['0-671', '0-675', '0-672', '0-767', '0-673', '0-674', '0-8321', '0-8966', '0-559']","['1-526', '1-338', '1-2', '1-21', '1-23', '1-24', '1-18', '1-27', '1-511', '1-693']"
1-527,"Living Dead in Dallas (Sookie Stackhouse, #2)","['0-52520', '0-72331', '0-36648', '0-36586', '0-12437']","['1-527', '1-197', '1-748', '1-624', '1-652', '1-558', '1-631', '1-724', '1-732', '1-56', '1-205', '1-49', '1-73', '1-52']"
1-528,"The Dragon Reborn (Wheel of Time, #3)","['0-58595', '0-34544', '0-10191', '0-1865', '0-10195', '0-10140', '0-2310']","['1-528', '1-510', '1-330', '1-722', '1-2', '1-345', '1-295', '1-53', '1-159', '1-232', '1-39', '1-286']"
1-529,Gulliver's Travels,"['0-408', '0-630', '0-770', '0-1585', '0-15', '0-289']","['1-529', '1-478', '1-79', '1-597', '1-576', '1-248', '1-772', '1-341', '1-353', '1-479', '1-714', '1-530', '1-125']"
1-530,Much Ado About Nothing,"['0-770', '0-408', '0-1585', '0-15', '0-289', '0-630']","['1-530', '1-597', '1-29', '1-576', '1-529', '1-248', '1-341', '1-125', '1-154', '1-714', '1-479', '1-353', '1-79']"
1-540,A Little Princess,"['0-59967', '0-71672', '0-500']","['1-540', '1-703', '1-171', '1-10', '1-43', '1-230', '1-361', '1-671', '1-76', '1-58', '1-83', '1-402', '1-194', '1-650', '1-5', '1-471']"
1-541,The Truth About Forever,"['0-6466', '0-2770', '0-187', '0-14836', '0-38365']","['1-541', '1-163', '1-57', '1-467', '1-179', '1-784', '1-499', '1-118', '1-282', '1-120', '1-60', '1-6', '1-484', '1-515']"
1-542,"The Horse and His Boy (Chronicles of Narnia, #5)","['0-411', '0-2454', '0-10140', '0-11970']","['1-542', '1-641', '1-37', '1-347', '1-602', '1-292', '1-332', '1-80', '1-161', '1-189', '1-155', '1-19', '1-593', '1-561', '1-611']"
1-543,"Last Sacrifice (Vampire Academy, #6)","['0-1726', '0-9335', '0-1246', '0-141', '0-3933', '0-591', '0-22804', '0-4442', '0-417859']","['1-543', '1-394', '1-418', '1-419', '1-384', '1-465', '1-645', '1-80', '1-624', '1-118']"
1-545,The Velveteen Rabbit,"['0-956', '0-762', '0-389']","['1-545', '1-601', '1-229', '1-257', '1-289', '1-71', '1-361', '1-284', '1-485', '1-109', '1-138', '1-133', '1-590', '1-706', '1-497', '1-518']"
1-547,The War of the Worlds,['0-550'],"['1-547', '1-196', '1-80', '1-298', '1-71', '1-371', '1-590', '1-194', '1-699', '1-293', '1-718', '1-706', '1-301', '1-485', '1-614', '1-357', '1-618', '1-497']"
1-549,Corduroy,"['0-856', '0-13', '0-4011', '0-311', '0-622', '0-409']","['1-549', '1-550', '1-476', '1-362', '1-503', '1-90', '1-335', '1-763', '1-386', '1-339', '1-664', '1-793', '1-297']"
1-550,The Omnivore's Dilemma: A Natural History of Four Meals,"['0-9476', '0-308266', '0-22804', '0-82695']","['1-550', '1-549', '1-132', '1-627', '1-111', '1-703', '1-584', '1-786', '1-176', '1-142', '1-653', '1-467', '1-612', '1-424', '1-249']"
1-553,Needful Things,"['0-7220', '0-86834', '0-11036', '0-75612', '0-187', '0-810', '0-19908', '0-35', '0-1584']","['1-553', '1-675', '1-44', '1-556', '1-441', '1-295', '1-653', '1-594', '1-322', '1-725']"
1-556,Cujo,"['0-11631', '0-59967', '0-228150', '0-462', '0-72559', '0-644', '0-4133', '0-150540', '0-7220', '0-508', '0-38365', '0-27582', '0-1562', '0-322', '0-118', '0-9654']","['1-556', '1-516', '1-553']"
1-557,The Virgin Suicides,"['0-4347', '0-20352', '0-2770', '0-87827', '0-322', '0-399019']","['1-557', '1-212', '1-499', '1-586', '1-57', '1-564', '1-100', '1-656', '1-68', '1-781', '1-120', '1-516', '1-685']"
1-558,"Dead to the World (Sookie Stackhouse, #4)","['0-64688', '0-6466', '0-215', '0-10144', '0-411', '0-38365', '0-1452', '0-52520']","['1-558', '1-197', '1-631', '1-748', '1-624', '1-652', '1-724', '1-416', '1-527', '1-163', '1-428']"
1-561,The Phantom Tollbooth,"['0-772', '0-862', '0-87', '0-137', '0-268', '0-762']","['1-561', '1-113', '1-602', '1-161', '1-593', '1-155', '1-189', '1-542', '1-611', '1-284', '1-332', '1-102', '1-335']"
1-562,"The Way of Kings (The Stormlight Archive, #1)","['0-10138', '0-68726', '0-9477', '0-27022', '0-22538', '0-267935', '0-10201']","['1-562', '1-565', '1-344', '1-376', '1-215', '1-336', '1-239', '1-784', '1-725', '1-723', '1-370', '1-615']"
1-564,It's Kind of a Funny Story,"['0-640', '0-1584', '0-508', '0-3981']","['1-564', '1-443', '1-557', '1-234', '1-490', '1-656', '1-604', '1-369', '1-591', '1-196', '1-88', '1-147', '1-120', '1-629', '1-784']"
1-565,"The Well of Ascension (Mistborn, #2)","['0-333484', '0-1734', '0-122', '0-652', '0-1927', '0-5876', '0-10140', '0-98', '0-121']","['1-565', '1-603', '1-389', '1-519', '1-39', '1-135', '1-110', '1-188', '1-480', '1-165']"
1-571,The Guardian,"['0-1903', '0-2770', '0-8273', '0-8271', '0-244786', '0-585', '0-2105', '0-20662', '0-68727']","['1-571', '1-481', '1-322', '1-703', '1-441', '1-494', '1-142', '1-654', '1-745', '1-115']"
1-572,"Oryx and Crake (MaddAddam, #1)","['0-57214', '0-322', '0-77', '0-36557', '0-97630', '0-8321', '0-2675', '0-83542', '0-310', '0-644', '0-52520']","['1-572', '1-522', '1-115', '1-745', '1-665', '1-382', '1-431', '1-104']"
1-575,Timeline,"['0-1402', '0-20662', '0-333484', '0-296', '0-9476', '0-42684', '0-1495', '0-36557', '0-23168', '0-755', '0-2567']","['1-575', '1-361', '1-137', '1-64', '1-463', '1-266', '1-368', '1-39']"
1-576,Candide,"['0-630', '0-289', '0-770', '0-1585', '0-15', '0-408']","['1-576', '1-597', '1-478', '1-529', '1-248', '1-79', '1-341', '1-714', '1-154', '1-479', '1-772', '1-353', '1-530']"
1-577,Tuck Everlasting,"['0-11932', '0-238', '0-377', '0-497']","['1-577', '1-482', '1-245', '1-640', '1-284', '1-225', '1-311', '1-265', '1-85', '1-461', '1-321', '1-681', '1-738', '1-66', '1-131']"
1-578,Christine,"['0-11836', '0-1640', '0-559', '0-4248', '0-64690', '0-640', '0-9679', '0-4133', '0-2252', '0-4108', '0-322', '0-8271']","['1-578', '1-445', '1-232', '1-591', '1-295', '1-612', '1-711']"
1-582,"Rich Dad, Poor Dad","['0-308266', '0-133805', '0-64690', '0-161', '0-4133', '0-671', '0-75656', '0-640', '0-1597', '0-23823', '0-107', '0-1402']","['1-582', '1-60', '1-594', '1-197', '1-445', '1-187', '1-2']"
1-583,"Silence (Hush, Hush, #3)","['0-1903', '0-824', '0-34544', '0-676', '0-591', '0-1402', '0-2675', '0-616']","['1-583', '1-34', '1-424', '1-33', '1-283', '1-278', '1-653', '1-519', '1-104', '1-733', '1-516']"
1-584,The Magicians (The Magicians #1),"['0-640', '0-82695', '0-70', '0-23629']","['1-584', '1-682', '1-88', '1-314', '1-369', '1-656', '1-328', '1-370', '1-306', '1-791', '1-784', '1-234', '1-394', '1-21', '1-167']"
1-586,"A Great and Terrible Beauty (Gemma Doyle, #1)","['0-817', '0-4547', '0-399019', '0-559', '0-557', '0-14836', '0-8960']","['1-586', '1-499', '1-504', '1-557', '1-340', '1-656', '1-282', '1-57', '1-480', '1-322', '1-484', '1-23']"
1-588,"The Bourne Supremacy (Jason Bourne, #2)","['0-6466', '0-254', '0-27578', '0-8321', '0-1246', '0-18823', '0-1272', '0-8247', '0-1452', '0-1966']","['1-588', '1-222', '1-163', '1-239', '1-428', '1-558', '1-119', '1-631', '1-408']"
1-589,"Easy (Contours of the Heart, #1)","['0-693', '0-4133', '0-13387', '0-272', '0-82695', '0-1903', '0-49026', '0-9480', '0-395992', '0-4922', '0-64690', '0-277']","['1-589', '1-259', '1-376', '1-140', '1-723', '1-123', '1-383']"
1-590,David Copperfield,"['0-644', '0-8247', '0-1903', '0-38050', '0-5876', '0-1927']","['1-590', '1-111', '1-43', '1-547', '1-171', '1-10', '1-361', '1-718', '1-230', '1-518', '1-498', '1-71', '1-76']"
1-591,The Absolutely True Diary of a Part-Time Indian,"['0-339988', '0-244786', '0-640', '0-38365', '0-10555']","['1-591', '1-258', '1-467', '1-84', '1-369', '1-431', '1-234', '1-578', '1-179', '1-325', '1-328', '1-564', '1-120', '1-784']"
1-592,The Master and Margarita,"['0-583', '0-497', '0-1934']","['1-592', '1-493', '1-113', '1-593', '1-37', '1-55', '1-255', '1-168', '1-339', '1-476', '1-577', '1-498', '1-763', '1-173', '1-189', '1-606']"
1-593,"A Wizard of Earthsea (Earthsea Cycle, #1)",['0-941'],"['1-593', '1-167', '1-292', '1-284', '1-130', '1-37', '1-386', '1-602', '1-55', '1-28', '1-332', '1-225', '1-189', '1-410', '1-102', '1-161', '1-611', '1-311']"
1-594,Because of Winn-Dixie,"['0-308266', '0-411', '0-399019', '0-10527', '0-587', '0-1966']","['1-594', '1-675', '1-184', '1-104', '1-84', '1-57', '1-314', '1-60', '1-582', '1-515', '1-77', '1-703', '1-132']"
1-595,A Separate Peace,"['0-568', '0-409', '0-278', '0-8844', '0-497']","['1-595', '1-321', '1-606', '1-55', '1-332', '1-85', '1-265', '1-178', '1-225', '1-48', '1-66', '1-593', '1-287', '1-335']"
1-597,Don Quixote,"['0-408', '0-630', '0-1585', '0-15', '0-770', '0-289']","['1-597', '1-530', '1-576', '1-529', '1-248', '1-79', '1-341', '1-772', '1-478', '1-714', '1-479', '1-154', '1-353']"
1-598,"Assassin's Apprentice (Farseer Trilogy, #1)","['0-308266', '0-10764', '0-20662', '0-45269', '0-36669', '0-150689', '0-810', '0-7220']","['1-598', '1-440', '1-39', '1-165', '1-135', '1-110', '1-691', '1-682', '1-746', '1-188', '1-150']"
1-599,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)","['0-7453', '0-9477', '0-16320', '0-27205', '0-44912', '0-604', '0-762', '0-608', '0-10200', '0-41154', '0-6114']","['1-599', '1-337', '1-54', '1-751', '1-620', '1-729', '1-70', '1-232']"
1-600,"Torment (Fallen, #2)","['0-634', '0-215', '0-508', '0-71672', '0-8643', '0-6947', '0-2567', '0-425', '0-38365', '0-671']","['1-600', '1-258', '1-221', '1-434', '1-757', '1-295', '1-647', '1-312', '1-44']"
1-601,The Tale of Peter Rabbit,[],"['1-601', '1-289', '1-6', '1-545', '1-294', '1-428', '1-701', '1-375', '1-229', '1-614', '1-257', '1-293', '1-357', '1-485', '1-58', '1-109', '1-446', '1-451', '1-590']"
1-602,"The Silver Chair (Chronicles of Narnia, #4)","['0-10140', '0-2454', '0-411', '0-22804', '0-417859', '0-762']","['1-602', '1-641', '1-292', '1-347', '1-37', '1-332', '1-542', '1-80', '1-593', '1-161', '1-339', '1-155', '1-335']"
1-603,"The Hero of Ages (Mistborn, #3)","['0-333484', '0-14836', '0-7518', '0-257344', '0-27022', '0-605']","['1-603', '1-565', '1-389', '1-486', '1-480', '1-39', '1-135', '1-165', '1-187', '1-510', '1-330', '1-110', '1-615']"
1-604,"Girl, Interrupted","['0-4922', '0-11324', '0-1272', '0-71672', '0-98566', '0-2024', '0-12']","['1-604', '1-629', '1-564', '1-504', '1-557', '1-506', '1-304', '1-124', '1-199', '1-499', '1-768', '1-515']"
1-606,Jonathan Livingston Seagull,"['0-6114', '0-1924', '0-95', '0-813', '0-2668', '0-207']","['1-606', '1-738', '1-55', '1-255', '1-335', '1-503', '1-371', '1-311', '1-265', '1-85', '1-13', '1-168', '1-289']"
1-609,Cell,"['0-74', '0-8321', '0-19913', '0-277', '0-44912', '0-395992', '0-8960', '0-1562', '0-924', '0-322', '0-4247', '0-64682', '0-9738']","['1-609', '1-516', '1-147', '1-670', '1-515', '1-665']"
1-611,The Silmarillion (Middle-Earth Universe),"['0-120', '0-122', '0-568', '0-18', '0-121', '0-1924']","['1-611', '1-189', '1-161', '1-19', '1-7', '1-155', '1-54', '1-593', '1-503', '1-332', '1-292', '1-335', '1-255']"
1-612,"The Drawing of the Three (The Dark Tower, #2)","['0-1586', '0-8247', '0-58574', '0-8456', '0-49849', '0-4442', '0-19995', '0-14564', '0-693']","['1-612', '1-232', '1-725', '1-755', '1-132', '1-711', '1-295', '1-86', '1-176', '1-124']"
1-614,The Trial,['0-567'],"['1-614', '1-257', '1-48', '1-229', '1-671', '1-301', '1-485', '1-213', '1-293', '1-601', '1-618', '1-718', '1-402', '1-83', '1-43', '1-177', '1-103', '1-204']"
1-615,This Lullaby,"['0-9806', '0-10200', '0-321612', '0-10201', '0-36955', '0-14160', '0-82695', '0-6637']","['1-615', '1-457', '1-482', '1-68', '1-86', '1-522', '1-733', '1-603', '1-480', '1-791', '1-307']"
1-616,Plain Truth,"['0-322', '0-950', '0-14160', '0-8355', '0-23483', '0-57800', '0-4547', '0-41630', '0-41733', '0-37686']","['1-616', '1-85', '1-265', '1-305', '1-784', '1-86', '1-504', '1-340', '1-84']"
1-617,Orange Is the New Black,"['0-185', '0-953', '0-10527', '0-80321', '0-44833', '0-23823', '0-1734', '0-5176', '0-3981', '0-4248', '0-1966']","['1-617', '1-173', '1-715', '1-78', '1-653', '1-328', '1-266', '1-504']"
1-618,The Hound of the Baskervilles,"['0-58574', '0-762']","['1-618', '1-446', '1-401', '1-471', '1-451', '1-38', '1-58', '1-230', '1-95', '1-494', '1-368', '1-76', '1-43', '1-83', '1-402', '1-93', '1-361']"
1-620,"The Mists of Avalon (Avalon, #1)","['0-9477', '0-762', '0-7453', '0-6114', '0-27205', '0-810', '0-824']","['1-620', '1-751', '1-337', '1-599', '1-54', '1-26', '1-39', '1-384', '1-34', '1-175', '1-723', '1-370']"
1-621,"Are You There God? It's Me, Margaret","['0-824', '0-377', '0-2105', '0-424']","['1-621', '1-34', '1-362', '1-237', '1-371', '1-311', '1-483', '1-410', '1-425', '1-317', '1-436', '1-297', '1-225', '1-763', '1-476']"
1-622,Nights in Rodanthe,"['0-39513', '0-1246', '0-497', '0-257211', '0-1359', '0-1367', '0-1375', '0-44833', '0-215']","['1-622', '1-243', '1-457', '1-488', '1-111', '1-354', '1-504', '1-126', '1-286', '1-44']"
1-624,"All Together Dead (Sookie Stackhouse, #7)","['0-267935', '0-11631', '0-36648', '0-52520', '0-64688', '0-72331', '0-4442', '0-215']","['1-624', '1-652', '1-197', '1-748', '1-558', '1-631', '1-724', '1-527', '1-635', '1-373', '1-26']"
1-625,Midwives,"['0-7453', '0-85350', '0-27576', '0-109445', '0-315837', '0-86834']","['1-625', '1-417', '1-278', '1-494', '1-140', '1-436', '1-118', '1-784', '1-754', '1-691', '1-781', '1-467', '1-57']"
1-626,The Polar Express,"['0-5255', '0-9479', '0-45612', '0-5176', '0-17431', '0-508', '0-27578', '0-1690', '0-85350', '0-671']","['1-626', '1-104', '1-416', '1-300', '1-284', '1-788', '1-107', '1-36', '1-2']"
1-627,The True Story of the 3 Little Pigs,"['0-14574', '0-4922', '0-89', '0-4347', '0-49026', '0-14', '0-61791', '0-1949']","['1-627', '1-111', '1-179', '1-465', '1-672', '1-212', '1-550', '1-781', '1-400', '1-431', '1-648']"
1-628,"Patriot Games (Jack Ryan Universe, #2)","['0-857', '0-8456', '0-37834', '0-161', '0-22', '0-693', '0-142', '0-58', '0-71672', '0-49047', '0-1865', '0-285', '0-276907']","['1-628', '1-288', '1-124', '1-640', '1-80', '1-142']"
1-629,Veronika Decides to Die,"['0-11324', '0-71672', '0-1903', '0-1427', '0-1927']","['1-629', '1-604', '1-310', '1-564', '1-768', '1-557', '1-708', '1-506', '1-98', '1-124', '1-723', '1-490', '1-519', '1-78']"
1-631,"Dead as a Doornail (Sookie Stackhouse, #5)","['0-64688', '0-6466', '0-215', '0-38365', '0-107', '0-10144', '0-17431', '0-122', '0-1452']","['1-631', '1-197', '1-558', '1-748', '1-624', '1-652', '1-724', '1-527', '1-163', '1-428']"
1-633,Starship Troopers,"['0-600', '0-792', '0-686', '0-2118', '0-568', '0-629', '0-857', '0-409', '0-744', '0-714', '0-603']","['1-633', '1-113', '1-297', '1-85', '1-265', '1-476', '1-225', '1-54']"
1-635,Sophie's World,"['0-11631', '0-267935', '0-591', '0-45269', '0-14836', '0-4133']","['1-635', '1-26', '1-373', '1-624', '1-652', '1-493', '1-436', '1-443', '1-683', '1-724', '1-457', '1-258', '1-183']"
1-639,Heidi,['0-196'],"['1-639', '1-669', '1-518', '1-375', '1-701', '1-93', '1-133', '1-590', '1-109', '1-63', '1-485', '1-614', '1-782', '1-43', '1-71', '1-346', '1-671', '1-444']"
1-640,Prey,"['0-693', '0-142', '0-22', '0-58', '0-1865', '0-694', '0-285', '0-276907', '0-9335', '0-956', '0-9479', '0-150540']","['1-640', '1-124', '1-72', '1-221', '1-312', '1-647', '1-142']"
1-641,"The Last Battle (Chronicles of Narnia, #7)","['0-411', '0-2454', '0-10140', '0-8844']","['1-641', '1-602', '1-347', '1-37', '1-292', '1-332', '1-542', '1-14', '1-161', '1-168', '1-611', '1-129', '1-335', '1-503', '1-32']"
1-642,"World Without End (The Kingsbridge Series, #2)","['0-82690', '0-9476', '0-27582', '0-20662', '0-17431', '0-587', '0-6637']","['1-642', '1-28', '1-311', '1-142', '1-259', '1-91', '1-376', '1-232', '1-304', '1-725', '1-424', '1-612']"
1-645,"Beastly (Beastly, #1; Kendra Chronicles, #1)","['0-218', '0-1367', '0-1246', '0-534', '0-71672', '0-411', '0-5255', '0-508']","['1-645', '1-543', '1-394', '1-418', '1-384', '1-73', '1-266', '1-419', '1-416', '1-465', '1-369']"
1-647,Baby Proof,"['0-770', '0-693', '0-22', '0-142', '0-58', '0-591', '0-1865', '0-285', '0-694', '0-276907', '0-9806']","['1-312', '1-647', '1-685', '1-66', '1-124', '1-640', '1-72', '1-142']"
1-648,"Inheritance (The Inheritance Cycle, #4)","['0-10191', '0-161', '0-4442', '0-9502']","['1-648', '1-53', '1-447', '1-345', '1-110', '1-135', '1-39', '1-165', '1-188', '1-214', '1-627', '1-330', '1-481', '1-486', '1-528']"
1-649,1Q84,"['0-64690', '0-1954', '0-322']","['1-649', '1-98', '1-653', '1-243', '1-729', '1-295', '1-779', '1-682', '1-522', '1-278', '1-516', '1-78', '1-515', '1-325', '1-416', '1-120']"
1-650,Uncle Tom's Cabin,"['0-19913', '0-1585', '0-62']","['1-650', '1-5', '1-515', '1-58', '1-471', '1-4', '1-131', '1-671', '1-43', '1-375', '1-782', '1-293', '1-540', '1-718', '1-590', '1-402']"
1-652,"Definitely Dead (Sookie Stackhouse, #6)","['0-11631', '0-267935', '0-18360', '0-8456', '0-4442', '0-591', '0-49849']","['1-652', '1-624', '1-197', '1-748', '1-558', '1-631', '1-724', '1-527', '1-635', '1-26', '1-373', '1-295']"
1-653,Blindness,"['0-608', '0-185', '0-10527', '0-953', '0-80321', '0-44833', '0-23823', '0-1734', '0-1427']","['1-653', '1-617', '1-681', '1-173', '1-715', '1-167', '1-723', '1-233', '1-764', '1-78']"
1-654,Freedom,"['0-23823', '0-11836', '0-281957', '0-1584', '0-115', '0-20662']","['1-654', '1-481', '1-322', '1-494', '1-440', '1-142', '1-682', '1-571', '1-46', '1-764', '1-226', '1-179', '1-45']"
1-656,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)","['0-49018', '0-1690', '0-1246', '0-640', '0-1584', '0-20352', '0-3981']","['1-656', '1-557', '1-234', '1-586', '1-369', '1-761', '1-564', '1-325', '1-584', '1-340', '1-328', '1-591']"
1-658,The Corrections,"['0-272', '0-1272', '0-35019', '0-49026']","['1-658', '1-142', '1-199', '1-179', '1-123', '1-515', '1-784', '1-356', '1-626', '1-654', '1-516', '1-408', '1-115', '1-745', '1-325']"
1-660,Congo,"['0-27578', '0-76163', '0-1724', '0-37135', '0-869', '0-1927', '0-395', '0-8966', '0-41733', '0-1586', '0-559', '0-1930', '0-298', '0-107', '0-254']","['1-660', '1-665', '1-408', '1-328']"
1-664,Breakfast at Tiffany's,"['0-562', '0-2024', '0-550', '0-1573', '0-1572', '0-311', '0-380']","['1-664', '1-80', '1-270', '1-55', '1-225', '1-405', '1-196', '1-289', '1-287', '1-410', '1-85', '1-265']"
1-665,"The Passage (The Passage, #1)","['0-1586', '0-6479', '0-1562', '0-114150', '0-49529', '0-64635', '0-11036', '0-59967', '0-955', '0-1930']","['1-665', '1-660', '1-492', '1-88', '1-729', '1-44', '1-239', '1-370', '1-328']"
1-666,Anansi Boys,"['0-380', '0-39254', '0-557', '0-118', '0-9654', '0-5176', '0-559', '0-1930', '0-18785', '0-87827', '0-71672']","['1-666', '1-68', '1-271', '1-675', '1-158', '1-167', '1-45', '1-46']"
1-667,Along for the Ride,"['0-20504', '0-810', '0-19913', '0-14836', '0-2770', '0-10591', '0-20352', '0-1427', '0-508']","['1-667', '1-120', '1-784', '1-78', '1-179', '1-541', '1-557', '1-553', '1-282', '1-467']"
1-669,The House of the Spirits,"['0-196', '0-46195', '0-215', '0-1272', '0-214', '0-8681']","['1-669', '1-272', '1-639', '1-757', '1-135', '1-38', '1-39', '1-516', '1-165', '1-115', '1-745', '1-179', '1-188']"
1-670,The Dead Zone,"['0-88', '0-277', '0-218', '0-280', '0-8844', '0-9738', '0-166424', '0-238', '0-694', '0-111', '0-2105', '0-4232', '0-402']","['1-670', '1-90', '1-265', '1-85', '1-609', '1-371']"
1-671,"The Mysterious Affair at Styles (Hercule Poirot, #1)","['0-8643', '0-37247']","['1-671', '1-672', '1-650', '1-43', '1-76', '1-93', '1-614', '1-451', '1-230', '1-471', '1-171', '1-540', '1-618', '1-103', '1-590', '1-361', '1-446']"
1-672,"Murder on the Orient Express (Hercule Poirot, #10)","['0-500', '0-755', '0-268', '0-2118', '0-73', '0-409', '0-103', '0-4922', '0-311']","['1-672', '1-671', '1-627', '1-225', '1-793', '1-297', '1-117', '1-503', '1-317', '1-178']"
